0   0
1	2,99
2	2,87
3	2,99
4	2,87
5	2,87
6	2,87
7	2,99
8	2,99
9	2,99
10	0,11
11	0,11
12	0
13	0
14	0
15	0,11
16	0
17	0,11
18	0,11
19	0
20	0,11
21	0,11
22	0,11
23	0
24	0,11
25	0,11
26	0,11
27	0
28	0,11
29	0,11
30	0,11
31	0,11
32	0,11
33	0,11
34	0,11
35	0,11
36	0,11
37	0,11
38	0,11
39	0,11
40	0,11
41	0,11
42	0
43	0,11
44	0,11
45	0
46	0,11
47	0,11
48	0,11
49	0,11
50	0,11
51	0,11
52	0,11
53	0,11
54	0,11
55	0,11
56	0,11
57	0,11
58	0,11
59	0,11
60	0,11
61	0,11
62	0,11
63	0,11
64	0,11
65	0,11
66	0
67	0,11
68	0
69	0,11
70	0,11
71	0
72	0,11
73	0,11
74	0,11
75	0,11
76	0,11
77	0,11
78	0,11
79	0,11
80	0,11
81	0,11
82	0,11
83	0,11
84	0
85	0,11
86	0
87	0,11
88	0,11
89	0,11
90	0,11
91	0,11
92	0,11
93	0,11
94	0,11
95	0,11
96	0,11
97	0,11
98	0,11
99	0,11
100	0,11
101	0,11
102	0,11
103	0,11
104	0,11
105	0,11
106	0
107	0,11
108	0,11
109	0,11
110	0,11
111	0,11
112	0
113	0,11
114	0,11
115	0,11
116	0
117	0
118	0,11
119	0,11
120	0,11
121	0,11
122	0,11
123	0,11
124	0,11
125	0
126	0
127	0
128	0,11
129	0,11
130	0,11
131	0,11
132	0,11
133	0,11
134	0,11
135	0,11
136	0,11
137	0,11
138	0,11
139	0,11
140	0,11
141	0,11
142	0,11
143	0,11
144	0,11
145	0,11
146	0,11
147	0,11
148	0,11
149	0,11
150	0,11
151	0,11
152	0,11
153	0,11
154	0,11
155	0
156	0
157	0,11
158	0,11
159	0,11
160	0,11
161	0
162	0,11
163	0,11
164	0,11
165	0,11
166	0,11
167	0,11
168	0,11
169	0,11
170	0
171	0,11
172	0,11
173	0,11
174	0,11
175	0
176	0
177	0,11
178	0,11
179	0,11
180	0,11
181	0
182	0,11
183	0,11
184	0,11
185	0,11
186	0
187	0,11
188	0,11
189	0,11
190	0,11
191	0,11
192	0,11
193	0,11
194	0,11
195	0,11
196	0,11
197	0,11
198	0,11
199	0
200	0,11
201	0,11
202	0,11
203	0,11
204	0,11
205	0,11
206	0,11
207	0,11
208	0,11
209	0,11
210	0,11
211	0,11
212	0,11
213	0,11
214	0,11
215	0,11
216	0
217	0,11
218	0,11
219	0,11
220	0,11
221	0,11
222	0,11
223	0,11
224	0
225	0
226	0,11
227	0,11
228	0,11
229	0,11
230	0,11
231	0,11
232	0,11
233	0,11
234	0
235	0,11
236	0,11
237	0
238	0
239	0,11
240	0,11
241	0,11
242	0,11
243	0,11
244	0,11
245	0,11
246	0
247	0,11
248	0,11
249	0,11
250	0,11
251	0,11
252	0,11
253	0,11
254	0,11
255	0,11
256	0,11
257	0,11
258	0,11
259	0,11
260	0,11
261	0,11
262	0,11
263	0,11
264	0,11
265	0,11
266	0,11
267	0,11
268	0,11
269	0,11
270	0,11
271	0
272	0,11
273	0
274	0,11
275	0
276	0,11
277	0,11
278	0,11
279	0,11
280	0,11
281	0,11
282	0,11
283	0,11
284	0,11
285	0
286	0,11
287	0,11
288	0,11
289	0,11
290	0,11
291	0,11
292	0,11
293	0,11
294	0
295	0
296	0,11
297	0,11
298	0,11
299	0,11
300	0,11
301	0,11
302	0,11
303	0,11
304	0,11
305	0,11
306	0,11
307	0
308	0,11
309	0,11
310	0,11
311	0,11
312	0,11
313	0,11
314	0,11
315	0,11
316	0,11
317	0,11
318	0,11
319	0
320	0,11
321	0
322	0,11
323	0,11
324	0,11
325	0,11
326	0,11
327	0
328	0
329	0,11
330	0,11
331	0,11
332	0,11
333	0,11
334	0,11
335	0,11
336	0,11
337	0,11
338	0,11
339	0,11
340	0,11
341	0,11
342	0,11
343	0,11
344	0
345	0,11
346	0,11
347	0,11
348	0,11
349	0,11
350	0,11
351	0,11
352	0,11
353	0
354	0,11
355	0,11
356	0,11
357	0,11
358	0
359	0,11
360	0,11
361	0,11
362	0
363	0,11
364	0,11
365	0,11
366	0,11
367	0,11
368	0
369	0
370	0,11
371	0,11
372	0,11
373	0,11
374	0,11
375	0,11
376	0,11
377	0,11
378	0,11
379	0
380	0,11
381	0,11
382	0,11
383	0,11
384	0,11
385	0,11
386	0,11
387	0,11
388	0
389	0,11
390	0,11
391	0,11
392	0,11
393	0,11
394	0,11
395	0,11
396	0
397	0,11
398	0
399	0,11
400	0,11
401	0,11
402	0,11
403	0,11
404	0
405	0,11
406	0,11
407	0,11
408	0,11
409	0,11
410	0,11
411	0,11
412	0,11
413	0,11
414	0
415	0,11
416	0,11
417	0,11
418	0,11
419	0,11
420	0,11
421	0,11
422	0,11
423	0,11
424	0
425	0,11
426	0,11
427	0,11
428	0
429	0
430	0,11
431	0,11
432	0
433	0,11
434	0,11
435	0,11
436	0,11
437	0,11
438	0,11
439	0,11
440	0,11
441	0,11
442	0,11
443	0,11
444	0,11
445	0,11
446	0,11
447	0,11
448	0,11
449	0,11
450	0,11
451	0,11
452	0,11
453	0,11
454	0,11
455	0
456	0,11
457	0
458	0,11
459	0,11
460	0,11
461	0,11
462	0
463	0,11
464	0,11
465	0,11
466	0,11
467	0,11
468	0
469	0,11
470	0,11
471	0,11
472	0
473	0
474	0,11
475	0,11
476	0,11
477	0
478	0,11
479	0,11
480	0,11
481	0,11
482	0
483	0,11
484	0,11
485	0
486	0
487	0,11
488	0,11
489	0,11
490	0,11
491	0,11
492	0,11
493	0,11
494	0,11
495	0
496	0,11
497	0,11
498	0,11
499	0,11
500	0,11
501	0,11
502	0,11
503	0,11
504	0,11
505	0,11
506	0,11
507	0,11
508	0,11
509	0,11
510	0,11
511	0,11
512	0,11
513	0,11
514	0,11
515	0,11
516	0
517	0,11
518	0,11
519	0,11
520	0,11
521	0,11
522	0,11
523	0,11
524	0,11
525	0,11
526	0,11
527	0,11
528	0,11
529	0,11
530	0,11
531	0,11
532	0,11
533	0,11
534	0,11
535	0
536	0,11
537	0,11
538	0,11
539	0,11
540	0
541	0,11
542	0,11
543	0,11
544	0,11
545	0,11
546	0
547	0,11
548	0,11
549	0,11
550	0,11
551	0,11
552	0,11
553	0,11
554	0,11
555	0,11
556	0,11
557	0,11
558	0,11
559	0
560	0,11
561	0,11
562	0,11
563	0,11
564	0
565	0,11
566	0,11
567	0,11
568	0,11
569	0,11
570	0,11
571	0,11
572	0
573	0
574	0,11
575	0
576	0,11
577	0
578	0,11
579	0,11
580	0,11
581	0,11
582	0,11
583	0,11
584	0,11
585	0,11
586	0,11
587	0,11
588	0,11
589	0,11
590	0
591	0,11
592	0,11
593	0
594	0,11
595	0,11
596	0
597	0,11
598	0,11
599	0,11
600	0,11
601	0,11
602	0,11
603	0,11
604	0,11
605	0,11
606	0,11
607	0,11
608	0,11
609	0,11
610	0,11
611	0,11
612	0
613	0,11
614	0,11
615	0,11
616	0,11
617	0,11
618	0
619	0,11
620	0,11
621	0,11
622	0
623	0,11
624	0,11
